CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,Tenure Group,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Monthly Charges Bucket,Total Charges,Churn
9764-REAFF,female,0,yes,no,59,49+,yes,no,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),18.4,10,1057.85,no
3703-VAVCL,male,0,yes,yes,2,0-12,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,no,credit card (automatic),90,90,190.05,yes
7107-UBYKY,female,0,yes,yes,35,25-48,yes,yes,no,No,No,No,No,No,No,month-to-month,yes,electronic check,25.75,20,882.55,no
4881-GQJTW,male,0,no,no,14,13-24,yes,no,no,No,No,No,No,No,No,month-to-month,no,credit card (automatic),19.6,10,300.4,no
8519-QJGJD,female,0,no,no,14,13-24,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,75.35,70,1025.95,yes
7876-DNYAP,female,0,yes,yes,69,49+,yes,no,no,No,No,No,No,No,No,two year,no,credit card (automatic),19.8,10,1436.95,no
7905-NJMXS,male,1,yes,no,7,0-12,yes,yes,dsl,yes,yes,no,yes,no,no,month-to-month,no,electronic check,64.2,60,475,no
2882-WDTBA,male,0,yes,yes,69,49+,yes,no,dsl,yes,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),75.75,70,5388.15,no
2091-GPPIQ,female,0,yes,yes,72,49+,yes,yes,dsl,no,yes,no,yes,yes,yes,two year,yes,electronic check,78.95,70,5730.15,no
6326-MTTXK,male,0,no,no,8,0-12,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,no,electronic check,100.85,100,819.55,yes
5071-FBJFS,female,0,yes,yes,4,0-12,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,50.3,50,217.1,no
2796-UUZZO,male,0,yes,yes,63,49+,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,credit card (automatic),80.3,80,4896.35,no
2429-AYKKO,male,0,no,no,72,49+,yes,no,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),19.85,10,1434.1,no
9798-OPFEM,female,0,no,no,46,25-48,yes,no,no,No,No,No,No,No,No,two year,yes,electronic check,21.1,20,937.1,no
0330-IVZHA,female,0,yes,no,5,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,69.95,60,330.15,yes
3794-NFNCH,male,0,yes,no,30,25-48,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,50,50,1474.9,no
5193-QLVZB,male,0,no,no,63,49+,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),104.75,100,6536.5,no
7114-AEOZE,female,0,no,no,60,49+,yes,no,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),19.85,10,1128.1,no
2886-KEFUM,female,0,yes,no,63,49+,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,107.5,100,6873.75,yes
5522-NYKPB,male,0,yes,yes,25,25-48,yes,no,fiber optic,no,no,no,yes,yes,no,month-to-month,no,electronic check,85.9,80,2199.05,no
4237-RLAQD,male,0,no,no,1,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.85,40,45.85,yes
9957-YODKZ,male,1,yes,no,6,0-12,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,80.8,80,457.1,no
6518-KZXCB,male,0,no,no,22,13-24,yes,yes,no,No,No,No,No,No,No,two year,no,mailed check,25.25,20,566.5,no
2245-ADZFJ,female,0,yes,yes,31,25-48,yes,yes,dsl,no,yes,no,yes,yes,yes,two year,no,bank transfer (automatic),80.55,80,2471.6,no
7776-QGYJC,female,0,yes,yes,39,25-48,yes,no,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,bank transfer (automatic),81.5,80,3107.3,no
9313-QOLTZ,male,0,no,no,26,25-48,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,20.9,20,518.3,no
9651-GTSAQ,female,0,yes,no,53,49+,yes,no,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),106.1,100,5769.75,yes
3186-BAXNB,female,0,no,no,1,0-12,yes,no,fiber optic,no,yes,no,yes,yes,no,month-to-month,no,electronic check,91.7,90,91.7,yes
4672-FOTSD,male,0,no,no,12,0-12,yes,yes,dsl,yes,yes,no,yes,no,no,month-to-month,yes,electronic check,67.25,60,832.3,no
0637-YLETY,female,0,no,no,16,13-24,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,credit card (automatic),95.6,90,1555.65,yes
9818-XQCUV,female,0,no,no,2,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,20.35,20,45.3,no
7338-ERIVA,male,0,no,yes,39,25-48,no,No,dsl,yes,no,no,yes,yes,no,one year,no,bank transfer (automatic),45.05,40,1790.6,no
1157-BQCUW,male,0,no,no,1,0-12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.95,70,74.95,yes
8259-NFJTV,female,0,yes,yes,7,0-12,no,No,dsl,yes,no,no,yes,no,no,month-to-month,no,mailed check,34.65,30,246.6,no
3223-DWFIO,male,1,no,no,4,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,69.35,60,261.65,no
2660-EMUBI,male,1,no,no,10,0-12,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.35,90,898.35,yes
6968-GMKPR,female,0,no,no,55,49+,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,81.55,80,4509.5,no
4751-ERMAN,male,0,yes,yes,72,49+,yes,no,dsl,no,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),75.4,70,5480.25,no
1436-ZMJAN,female,0,yes,no,10,0-12,yes,no,dsl,no,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),67.8,60,653.15,no
3292-PBZEJ,male,1,no,no,11,0-12,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,111.4,110,1183.05,no
0799-DDIHE,female,0,yes,yes,15,13-24,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,46.3,40,639.45,no
3070-FNFZQ,female,0,yes,yes,23,13-24,yes,no,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),20.4,20,478.75,no
2812-SFXMJ,male,0,no,yes,1,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,20.05,20,20.05,no
7675-OZCZG,female,1,no,no,3,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45,40,127.1,yes
5014-WUQMG,male,0,yes,yes,47,25-48,yes,no,fiber optic,yes,yes,yes,no,no,yes,one year,yes,electronic check,96.1,90,4391.45,no
5312-TSZVC,female,0,no,yes,15,13-24,yes,no,no,No,No,No,No,No,No,one year,no,mailed check,19.65,10,270.6,no
2003-CKLOR,male,0,no,no,66,49+,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,electronic check,99.5,90,6710.5,yes
0993-OSGPT,female,1,yes,no,68,49+,yes,no,dsl,no,yes,yes,yes,no,no,one year,yes,bank transfer (automatic),60.65,60,3975.9,no
9254-RBFON,female,0,yes,yes,17,13-24,yes,no,fiber optic,no,no,yes,yes,yes,yes,one year,no,bank transfer (automatic),98.6,90,1704.95,yes
1205-WNWPJ,female,0,no,no,7,0-12,yes,no,dsl,no,no,no,yes,yes,no,month-to-month,yes,mailed check,59.5,50,415.95,yes
9391-EOYLI,male,1,yes,no,12,0-12,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,80.45,80,950.2,yes
7108-DGVUU,female,1,yes,no,21,13-24,yes,yes,dsl,no,yes,yes,no,no,yes,one year,no,bank transfer (automatic),71.7,70,1497.05,no
2782-JEEBU,male,0,no,no,21,13-24,no,No,dsl,no,yes,no,yes,no,no,month-to-month,yes,mailed check,36,30,780.15,no
5127-BZENZ,female,0,yes,yes,56,49+,yes,yes,dsl,yes,no,no,no,yes,no,one year,no,bank transfer (automatic),65.2,60,3512.15,no
2720-FVBQP,female,0,yes,yes,6,0-12,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),48.95,40,273.25,no
9906-NHHVC,female,1,no,no,65,49+,no,No,dsl,no,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),53.5,50,3517.9,no
4522-XRWWI,male,0,yes,no,42,25-48,yes,yes,dsl,yes,no,no,yes,yes,yes,one year,no,credit card (automatic),80.45,80,3375.9,no
3766-EJLFL,female,0,yes,yes,68,49+,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),109.05,100,7508.55,no
5939-SXWHM,male,0,yes,yes,48,25-48,yes,yes,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),26.3,20,1245.05,no
8152-UOBNY,female,1,no,no,50,49+,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,electronic check,106.8,100,5347.95,no
7351-KYHQH,female,1,no,no,7,0-12,yes,no,dsl,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,64.95,60,493.65,no
7643-RCHXS,female,0,yes,yes,63,49+,yes,no,no,No,No,No,No,No,No,two year,no,electronic check,19.35,10,1263.85,no
8246-SHFGA,male,0,no,no,17,13-24,yes,no,no,No,No,No,No,No,No,month-to-month,no,credit card (automatic),21.1,20,385.55,no
8387-MOJJT,female,0,yes,yes,42,25-48,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),77.95,70,3384,yes
0620-XEFWH,male,0,yes,yes,4,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,18.85,10,84.2,no
6485-QXWWE,female,0,no,yes,62,49+,yes,yes,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),26,20,1638.7,no
2761-OCIAX,male,1,no,no,2,0-12,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.7,70,165.4,yes
7321-VGNKU,female,0,yes,no,2,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.35,70,120.25,no
5327-CNLUQ,male,0,yes,no,48,25-48,yes,yes,fiber optic,yes,yes,yes,no,yes,no,two year,yes,bank transfer (automatic),96.9,90,4473.45,no
7552-KEYGT,male,0,yes,no,27,25-48,yes,no,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),19.55,10,520.55,no
5816-JMLGY,female,0,yes,yes,70,49+,yes,no,dsl,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),80.4,80,5717.85,no
3068-OMWZA,male,1,no,no,1,0-12,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,88.8,80,88.8,yes
2927-QRRQV,male,0,yes,no,46,25-48,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,electronic check,94.65,90,4312.5,no
6032-KRXXO,male,0,no,no,30,25-48,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,90.25,90,2755.35,yes
7459-RRWQZ,female,0,no,no,15,13-24,yes,yes,dsl,yes,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),64.65,60,994.55,yes
6265-SXWBU,male,0,yes,yes,69,49+,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,no,credit card (automatic),95.75,90,6511.25,no
7941-RCJOW,male,0,no,no,65,49+,yes,no,no,No,No,No,No,No,No,two year,yes,credit card (automatic),19.55,10,1218.65,no
6374-NTQLP,male,1,yes,yes,72,49+,yes,no,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),104.1,100,7447.7,no
4154-AQUGT,male,1,yes,no,13,13-24,yes,no,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),89.05,80,1169.35,yes
2387-KDZQY,male,0,no,no,17,13-24,yes,no,no,No,No,No,No,No,No,one year,yes,mailed check,20.1,20,279.5,no
3584-WKTTW,male,0,yes,no,51,49+,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,electronic check,111.55,110,5720.35,no
3399-BMLVW,male,0,yes,yes,51,49+,yes,no,dsl,yes,yes,no,yes,no,no,two year,no,credit card (automatic),60.5,60,3121.45,no
1971-DTCZB,female,0,yes,no,72,49+,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),90.95,90,6468.6,no
3092-IGHWF,male,0,yes,yes,67,49+,yes,yes,fiber optic,no,yes,yes,no,no,no,one year,no,electronic check,87.4,80,5918.8,yes
3374-PZLXD,male,0,no,no,34,25-48,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,19.7,10,675.6,no
3813-DHBBB,male,0,yes,no,67,49+,no,No,dsl,yes,yes,no,yes,no,yes,two year,yes,bank transfer (automatic),50.95,50,3521.7,no
2812-REYAT,female,0,yes,no,49,49+,yes,no,no,No,No,No,No,No,No,one year,yes,bank transfer (automatic),20.05,20,923.1,no
6518-PPLMZ,male,0,yes,yes,53,49+,yes,no,no,No,No,No,No,No,No,two year,yes,mailed check,19.4,10,1110.35,no
4939-KYYPY,male,0,no,no,27,25-48,yes,yes,dsl,no,no,yes,yes,no,no,month-to-month,no,electronic check,59.45,50,1611.65,no
8017-LXHFA,female,1,no,no,23,13-24,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,94.75,90,2293.6,yes
5930-GBIWP,male,0,no,no,69,49+,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,credit card (automatic),81.5,80,5553.25,no
6022-KOUQO,female,0,yes,yes,2,0-12,no,No,dsl,no,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),29.05,20,44.75,no
6352-TWCAU,female,0,no,no,35,25-48,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,86.45,80,3029.1,yes
2361-UPSND,female,0,yes,no,46,25-48,yes,no,dsl,yes,yes,no,yes,no,yes,one year,no,mailed check,70.6,70,3231.05,no
6035-RIIOM,female,0,no,no,54,49+,yes,yes,fiber optic,no,yes,no,no,yes,yes,two year,yes,bank transfer (automatic),97.2,90,5129.45,no
2929-QNSRW,female,0,yes,no,56,49+,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,electronic check,98.25,90,5508.35,yes
1262-OPMFY,female,0,yes,no,9,0-12,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),75.75,70,655.9,yes
9504-DSHWM,male,0,no,no,20,13-24,yes,yes,dsl,yes,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),59.2,50,1191.2,no
5035-BVCXS,male,0,no,no,11,0-12,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,75.9,70,866.4,no
6267-DCFFZ,female,1,yes,no,30,25-48,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,90.05,90,2627.2,no
3533-UVMOM,male,0,yes,no,68,49+,yes,no,dsl,yes,yes,yes,no,no,yes,two year,no,bank transfer (automatic),70.95,70,4741.45,no
2439-LYPMQ,male,1,yes,no,38,25-48,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,102.6,100,4009.2,no
4248-QPAVC,female,1,yes,no,17,13-24,yes,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),85.35,80,1463.45,yes
1899-VXWXM,male,0,no,no,48,25-48,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card (automatic),106.1,100,5082.8,yes
1478-VPOAD,female,0,no,no,1,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,43.8,40,43.8,no
9995-HOTOH,male,0,yes,yes,63,49+,no,No,dsl,yes,yes,yes,no,yes,yes,two year,no,electronic check,59,50,3707.6,no
2988-PLAHS,female,0,no,no,3,0-12,yes,no,dsl,no,no,yes,no,yes,yes,one year,yes,electronic check,69.95,60,220.45,no
1371-OJCEK,female,0,no,no,48,25-48,yes,yes,no,No,No,No,No,No,No,one year,no,bank transfer (automatic),24.35,20,1133.7,no
4999-IEZLT,male,0,no,no,66,49+,no,No,dsl,no,no,no,yes,no,no,one year,no,credit card (automatic),29.45,20,1983.15,no
8883-ANODQ,female,0,yes,yes,68,49+,yes,yes,fiber optic,no,yes,yes,no,no,no,two year,yes,credit card (automatic),84.4,80,5746.75,no
4690-LLKUA,male,1,no,no,17,13-24,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.05,40,770.6,yes
2351-RRBUE,female,0,yes,yes,7,0-12,yes,no,no,No,No,No,No,No,No,one year,no,mailed check,20.65,20,134.05,no
5980-BDHPY,male,0,yes,no,72,49+,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),87.1,80,6230.1,no
1498-DQNRX,female,0,yes,no,29,25-48,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,19.85,10,573.05,no
9469-WEJBT,male,0,yes,no,37,25-48,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,90.35,90,3419.3,no
3331-HQDTW,female,0,no,no,34,25-48,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,mailed check,109.8,100,3587.25,yes
9490-DFPMD,female,1,no,no,42,25-48,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,84.65,80,3541.35,yes
2581-VKIRT,female,0,yes,yes,59,49+,yes,yes,dsl,yes,yes,no,yes,no,no,one year,no,mailed check,65.5,60,3801.3,no
5442-XSDCW,male,0,yes,yes,11,0-12,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),79.5,70,868.5,yes
7426-WEIJX,male,1,yes,yes,60,49+,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,80.95,80,4859.1,no
2851-MMUTZ,female,0,no,no,27,25-48,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,mailed check,56.15,50,1439.35,no
3049-NDXFL,female,0,no,no,1,0-12,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,mailed check,85.8,80,85.8,yes
8580-AECUZ,male,1,no,no,1,0-12,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.1,70,79.1,yes
3307-TLCUD,male,0,yes,no,17,13-24,no,No,dsl,yes,no,yes,no,no,no,month-to-month,no,mailed check,34.4,30,592.75,no
6625-FLENO,male,0,yes,no,58,49+,yes,no,no,No,No,No,No,No,No,two year,no,mailed check,20.75,20,1185.95,no
2967-MXRAV,male,0,yes,yes,1,0-12,yes,no,no,No,No,No,No,No,No,one year,no,mailed check,18.8,10,18.8,no
7963-GQRMY,female,0,yes,yes,3,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.3,40,134.5,yes
8189-HBVRW,female,0,no,no,53,49+,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,no,electronic check,90.8,90,4921.2,no
4163-KIUHY,male,0,no,no,35,25-48,yes,yes,no,No,No,No,No,No,No,month-to-month,yes,electronic check,25.6,20,901.25,no
1228-FZFRV,male,0,yes,yes,50,49+,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,no,credit card (automatic),105.95,100,5341.8,yes
3500-NSDOA,male,0,yes,yes,68,49+,yes,yes,dsl,no,yes,no,yes,no,yes,two year,no,credit card (automatic),70.8,70,4859.95,no
1171-TYKUR,male,0,yes,no,47,25-48,yes,yes,no,No,No,No,No,No,No,month-to-month,no,electronic check,25.4,20,1139.2,no
3761-FLYZI,female,1,yes,no,65,49+,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),108.8,100,7082.45,no
2058-DCJBE,male,0,no,no,5,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.75,60,324.6,yes
5364-XYIRR,male,0,yes,no,51,49+,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.65,90,4812.75,yes
4829-AUOAX,female,0,no,no,46,25-48,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,no,bank transfer (automatic),96.05,90,4399.5,yes
1219-NNDDO,female,0,no,no,9,0-12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,76.85,70,663.55,no
8388-DMKAE,female,0,no,no,8,0-12,yes,no,no,No,No,No,No,No,No,two year,no,mailed check,20.25,20,174.65,no
4403-BWPAY,male,0,no,no,14,13-24,yes,yes,no,No,No,No,No,No,No,one year,yes,credit card (automatic),24.8,20,321.7,no
9659-QEQSY,female,0,no,no,45,25-48,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,115.65,110,5125.5,no
5405-ZMYXQ,female,0,no,no,8,0-12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),74.6,70,548.9,no
5047-LHVLY,male,1,no,yes,1,0-12,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,50.15,50,50.15,yes
1442-OKRJE,male,0,yes,yes,66,49+,yes,no,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),103.15,100,7031.3,no
4737-AQCPU,male,0,yes,yes,72,49+,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),72.1,70,5016.65,no
9158-VCTQB,female,0,yes,no,41,25-48,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),113.6,110,4594.95,yes
2808-CHTDM,female,0,yes,yes,23,13-24,yes,yes,no,No,No,No,No,No,No,two year,no,mailed check,25.1,20,611.45,no
6311-UEUME,female,0,no,no,29,25-48,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,78.9,70,2384.15,yes
0793-TWELN,female,0,no,no,4,0-12,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,80.15,80,319.85,no
3283-WCWXT,male,0,yes,yes,6,0-12,yes,yes,no,No,No,No,No,No,No,two year,no,mailed check,25.4,20,153.3,no
1060-ENTOF,female,1,yes,no,67,49+,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,one year,yes,credit card (automatic),105.4,100,7035.6,no
0999-QXNSA,male,1,no,yes,7,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.75,40,344.2,no
5451-MHQOF,male,0,yes,yes,56,49+,yes,yes,no,No,No,No,No,No,No,one year,yes,mailed check,24.45,20,1431.65,no
4836-WNFNO,female,0,yes,no,72,49+,yes,yes,no,No,No,No,No,No,No,two year,no,credit card (automatic),25,20,1849.2,no
9225-BZLNZ,male,0,yes,no,72,49+,yes,yes,dsl,yes,yes,yes,no,yes,yes,two year,yes,electronic check,85.25,80,6083.1,no
0354-VXMJC,male,0,yes,yes,23,13-24,yes,no,no,No,No,No,No,No,No,two year,no,credit card (automatic),19.6,10,426.65,no
4422-QVIJA,female,0,no,yes,35,25-48,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,50.15,50,1655.35,no
9365-SRSZE,male,1,yes,no,27,25-48,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.55,70,1943.9,no
6839-ITVZJ,female,0,yes,yes,26,25-48,yes,yes,dsl,no,yes,no,yes,no,no,month-to-month,yes,electronic check,60.05,60,1616.15,yes
8332-OSJDW,male,0,yes,yes,12,0-12,yes,yes,no,No,No,No,No,No,No,one year,no,mailed check,26.4,20,314.95,no
4735-BJKOU,female,0,no,no,40,25-48,yes,no,no,No,No,No,No,No,No,two year,no,mailed check,20.15,20,804.85,no
0274-JKUJR,male,0,yes,yes,7,0-12,no,No,dsl,yes,yes,yes,no,yes,yes,month-to-month,no,mailed check,58.85,50,465.7,no
5740-YHGTW,male,0,yes,yes,70,49+,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),97.55,90,6669.05,no
8917-SZTTJ,male,0,yes,yes,60,49+,yes,no,no,No,No,No,No,No,No,two year,no,credit card (automatic),19.65,10,1161.75,no
1696-MZVAU,male,0,yes,yes,39,25-48,no,No,dsl,no,no,no,no,no,no,one year,yes,credit card (automatic),25.25,20,947.75,no
7359-WWYJV,male,0,yes,no,72,49+,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),114.45,110,8375.05,no
0375-HVGXO,female,0,no,no,1,0-12,no,No,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,34.7,30,34.7,yes
4906-ZHGPK,male,0,yes,yes,54,49+,yes,yes,dsl,no,yes,no,yes,yes,no,one year,yes,electronic check,70.7,70,3770,no
8593-WHYHV,male,0,no,no,3,0-12,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.3,80,264.8,yes
3795-GWTRD,female,0,yes,yes,63,49+,yes,no,dsl,yes,yes,yes,yes,yes,no,two year,no,credit card (automatic),75.55,70,4707.85,no
1298-PHBTI,male,0,yes,yes,71,49+,yes,yes,fiber optic,no,yes,no,yes,no,no,two year,yes,electronic check,84.8,80,6152.4,no
6223-DHJGV,female,0,no,no,42,25-48,yes,no,no,No,No,No,No,No,No,one year,yes,mailed check,20.65,20,958.1,no
6961-MJKBO,male,0,no,no,47,25-48,yes,no,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),20.45,20,943,no
6097-EQISJ,female,0,yes,yes,66,49+,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card (automatic),102.45,100,6615.15,yes
4423-YLHDV,female,0,yes,no,21,13-24,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),104.4,100,2200.25,yes
8158-WPEZG,male,0,no,no,11,0-12,no,No,dsl,no,yes,no,yes,no,no,month-to-month,yes,electronic check,35.65,30,425.1,no
0107-YHINA,male,0,no,yes,1,0-12,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.75,90,99.75,yes
4918-FYJNT,female,1,yes,no,55,49+,yes,yes,fiber optic,no,yes,yes,yes,no,no,month-to-month,no,electronic check,90.45,90,5044.8,no
0727-BNRLG,male,0,no,no,69,49+,yes,yes,fiber optic,no,yes,yes,yes,yes,no,two year,yes,credit card (automatic),97.65,90,6743.55,no
